Disaster Group,Disaster Type,Region,Year of Occurrence,Total Deaths
Natural,Extreme temperature,Europe,2003,1175
Natural,Extreme temperature,Europe,2003,1039
Natural,Extreme temperature,Europe,2003,418
Natural,Extreme temperature,Europe,2003,9355
Natural,Extreme temperature,Europe,2003,15090
Natural,Extreme temperature,Europe,2003,19490
Natural,Extreme temperature,Europe,2003,301
Natural,Extreme temperature,Europe,2003,788
Natural,Extreme temperature,Europe,2003,20089
Natural,Extreme temperature,Europe,2003,170
Natural,Extreme temperature,Europe,2003,965
Natural,Extreme temperature,Europe,2003,2696
Natural,Extreme temperature,Europe,2003,0
Natural,Extreme temperature,Europe,2003,289
Natural,Flood,Asia,2003,24
Natural,Flood,Europe,2003,0
Natural,Storm,Asia,2003,2
Natural,Storm,Europe,2003,5
Natural,Flood,Africa,2003,13
Natural,Earthquake,Europe,2003,0
Natural,Earthquake,Asia,2003,4
Natural,Storm,Africa,2003,0
Natural,Earthquake,Americas,2003,0
Natural,Storm,Americas,2003,0
Natural,Earthquake,Asia,2003,0
Natural,Flood,Americas,2003,0
Natural,Storm,Africa,2003,3
Natural,Flood,Asia,2003,0
Natural,Flood,Europe,2003,2
Natural,Storm,Asia,2003,0
Natural,Earthquake,Asia,2003,1
Natural,Flood,Americas,2003,24
Natural,Flood,Asia,2003,123
Natural,Storm,Asia,2003,38
Natural,Storm,Asia,2003,4
Natural,Storm,Asia,2003,3
Natural,Flood,Africa,2003,1
Natural,Storm,Americas,2003,4
Natural,Earthquake,Asia,2003,2
Natural,Flood,Africa,2003,16
Natural,Storm,Asia,2003,1
Natural,Storm,Asia,2003,130
Natural,Storm,Americas,2003,0
Natural,Storm,Americas,2003,16
Natural,Flood,Africa,2003,4
Natural,Storm,Americas,2003,2
Natural,Earthquake,Asia,2003,2
Natural,Earthquake,Americas,2003,3
Natural,Flood,Americas,2003,3
Natural,Flood,Americas,2003,2
Natural,Storm,Americas,2003,2
Natural,Storm,Oceania,2003,2
Natural,Epidemic,Africa,2003,23
Natural,Storm,Americas,2003,26
Natural,Earthquake,Europe,2003,3
Natural,Flood,Africa,2003,13
Natural,Flood,Asia,2003,52
Natural,Earthquake,Asia,2003,3
Natural,Flood,Americas,2003,2
Natural,Flood,Americas,2003,0
Natural,Wildfire,Americas,2003,0
Natural,Wildfire,Americas,2003,14
Natural,Earthquake,Asia,2003,9
Natural,Storm,Africa,2003,11
Natural,Flood,Americas,2003,4
Natural,Flood,Africa,2003,0
Natural,Flood,Asia,2003,241
Natural,Flood,Asia,2003,12
Natural,Storm,Americas,2003,12
Natural,Epidemic,Asia,2003,0
Natural,Epidemic,Africa,2003,0
Natural,Earthquake,Asia,2003,1
Natural,Earthquake,Asia,2003,4
Natural,Epidemic,Africa,2003,29
Natural,Epidemic,Africa,2003,3
Natural,Flood,Africa,2003,35
Natural,Flood,Asia,2003,61
Natural,Epidemic,Africa,2003,40
Natural,Storm,Oceania,2003,0
Natural,Flood,Asia,2003,3
Natural,Epidemic,Africa,2003,106
Natural,Flood,Africa,2003,0
Natural,Flood,Africa,2003,0
Natural,Epidemic,Africa,2003,10
Natural,Flood,Africa,2003,0
Natural,Flood,Africa,2003,6
Natural,Flood,Americas,2003,9
Natural,Epidemic,Africa,2003,369
Natural,Epidemic,Asia,2003,0
Natural,Storm,Oceania,2003,0
Natural,Flood,Americas,2003,42
Natural,Flood,Americas,2003,7
Natural,Earthquake,Asia,2003,11
Natural,Flood,Europe,2003,0
Natural,Flood,Europe,2003,9
Natural,Flood,Oceania,2003,0
Natural,Epidemic,Africa,2003,31
Natural,Flood,Asia,2003,8
Natural,Storm,Asia,2003,0
Natural,Storm,Americas,2003,8
Natural,Earthquake,Asia,2003,0
Natural,Storm,Americas,2003,8
Natural,Storm,Americas,2003,0
Natural,Storm,Africa,2003,0
Natural,Flood,Asia,2003,5
Natural,Storm,Asia,2003,50
Natural,Storm,Oceania,2003,0
Natural,Storm,Oceania,2003,0
Natural,Flood,Asia,2003,6
Natural,Storm,Americas,2003,13
Natural,Flood,Africa,2003,0
Natural,Flood,Americas,2003,69
Natural,Extreme temperature,Americas,2003,21
Natural,Earthquake,Americas,2003,2
Natural,Flood,Americas,2003,38
Natural,Flood,Asia,2003,8
Natural,Earthquake,Americas,2003,2
Natural,Earthquake,Americas,2003,2
Natural,Earthquake,Asia,2003,26796
Natural,Flood,Africa,2003,4
Natural,Extreme temperature,Asia,2003,153
Natural,Extreme temperature,Asia,2003,400
Natural,Extreme temperature,Asia,2003,48
Natural,Flood,Africa,2003,1
Natural,Epidemic,Africa,2003,179
Natural,Epidemic,Africa,2003,37
Natural,Flood,Americas,2003,4
Natural,Flood,Asia,2003,0
Natural,Earthquake,Asia,2003,0
Natural,Earthquake,Asia,2003,0
Natural,Flood,Asia,2003,0
Natural,Flood,Americas,2003,1
Natural,Flood,Americas,2003,7
Natural,Flood,Americas,2003,18
Natural,Flood,Asia,2003,15
Natural,Flood,Americas,2003,161
Natural,Epidemic,Africa,2003,85
Natural,Epidemic,Africa,2003,11
Natural,Epidemic,Africa,2003,29
Natural,Flood,Asia,2003,36
Natural,Flood,Asia,2003,67
Natural,Storm,Americas,2003,2
Natural,Flood,Africa,2003,20
Natural,Flood,Americas,2003,0
Natural,Flood,Americas,2003,4
Natural,Flood,Americas,2003,1
Natural,Epidemic,Asia,2003,7
Natural,Epidemic,Asia,2003,15
Natural,Epidemic,Africa,2003,40
Natural,Flood,Asia,2003,150
Natural,Flood,Asia,2003,43
Natural,Flood,Asia,2003,13
Natural,Epidemic,Africa,2003,6
Natural,Flood,Africa,2003,4
Natural,Flood,Africa,2003,0
Natural,Flood,Americas,2003,29
Natural,Storm,Americas,2003,4
Natural,Flood,Africa,2003,2
Natural,Storm,Africa,2003,0
Natural,Flood,Americas,2003,3
Natural,Flood,Americas,2003,0
Natural,Wildfire,Americas,2003,0
Natural,Flood,Americas,2003,0
Natural,Flood,Americas,2003,0
Natural,Flood,Americas,2003,0
Natural,Flood,Americas,2003,0
Natural,Flood,Americas,2003,0
Natural,Flood,Asia,2003,3
Natural,Flood,Asia,2003,0
Natural,Flood,Asia,2003,37
Natural,Flood,Asia,2003,148
Natural,Flood,Asia,2003,15
Natural,Storm,Asia,2003,28
Natural,Storm,Americas,2003,0
Natural,Storm,Europe,2003,10
Natural,Storm,Americas,2003,4
Natural,Earthquake,Asia,2003,0
Natural,Extreme temperature,Africa,2003,40
Natural,Wildfire,Americas,2003,4
Natural,Flood,Americas,2003,35
Natural,Storm,Asia,2003,8
Natural,Storm,Asia,2003,0
Natural,Storm,Asia,2003,0
Natural,Storm,Asia,2003,1
Natural,Storm,Asia,2003,1
Natural,Storm,Americas,2003,2
Natural,Storm,Americas,2003,13
Natural,Storm,Americas,2003,14
Natural,Drought,Africa,2003,9
Natural,Drought,Asia,2003,0
Natural,Drought,Asia,2003,0
Natural,Drought,Africa,2003,0
Natural,Drought,Africa,2003,0
Natural,Drought,Africa,2003,0
Natural,Drought,Americas,2003,0
Natural,Drought,Asia,2003,0
Natural,Drought,Africa,2003,0
Natural,Drought,Europe,2003,0
Natural,Drought,Europe,2003,0
Natural,Drought,Europe,2003,0
Natural,Drought,Europe,2003,0
Natural,Drought,Americas,2003,0
Natural,Earthquake,Asia,2004,1
Natural,Storm,Oceania,2004,0
Natural,Storm,Oceania,2004,1
Natural,Storm,Oceania,2004,0
Natural,Storm,Oceania,2004,1
Natural,Storm,Africa,2004,0
Natural,Extreme temperature,Asia,2004,10
Natural,Earthquake,Africa,2004,0
Natural,Flood,Asia,2004,6
Natural,Flood,Asia,2004,0
Natural,Flood,Africa,2004,27
Natural,Flood,Asia,2004,0
Natural,Storm,Asia,2004,0
Natural,Storm,Africa,2004,13
Natural,Storm,Europe,2004,0
Natural,Storm,Asia,2004,8
Natural,Flood,Asia,2004,27
Natural,Storm,Africa,2004,32
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,56
Natural,Volcanic activity,Asia,2004,0
Natural,Earthquake,Asia,2004,37
Natural,Epidemic,Africa,2004,46
Natural,Epidemic,Asia,2004,14
Natural,Flood,Asia,2004,3
Natural,Earthquake,Asia,2004,24
Natural,Epidemic,Africa,2004,300
Natural,Storm,Asia,2004,4
Natural,Flood,Oceania,2004,2
Natural,Storm,Asia,2004,5
Natural,Earthquake,Africa,2004,628
Natural,Storm,Americas,2004,0
Natural,Epidemic,Africa,2004,5
Natural,Storm,Oceania,2004,2
Natural,Storm,Asia,2004,0
Natural,Flood,Asia,2004,7
Natural,Earthquake,Asia,2004,5
Natural,Flood,Oceania,2004,0
Natural,Epidemic,Asia,2004,658
Natural,Flood,Asia,2004,5
Natural,Flood,Asia,2004,1
Natural,Flood,Asia,2004,0
Natural,Flood,Asia,2004,15
Natural,Storm,Africa,2004,363
Natural,Flood,Oceania,2004,0
Natural,Storm,Africa,2004,0
Natural,Epidemic,Africa,2004,527
Natural,Flood,Africa,2004,0
Natural,Flood,Asia,2004,0
Natural,Storm,Asia,2004,0
Natural,Storm,Americas,2004,9
Natural,Wildfire,Asia,2004,0
Natural,Earthquake,Asia,2004,0
Natural,Earthquake,Asia,2004,9
Natural,Storm,Americas,2004,4
Natural,Earthquake,Asia,2004,0
Natural,Flood,Americas,2004,37
Natural,Storm,Asia,2004,0
Natural,Flood,Europe,2004,0
Natural,Flood,Americas,2004,0
Natural,Flood,Americas,2004,0
Natural,Earthquake,Asia,2004,0
Natural,Flood,Africa,2004,0
Natural,Storm,Oceania,2004,1
Natural,Flood,Africa,2004,4
Natural,Storm,Oceania,2004,16
Natural,Flood,Africa,2004,51
Natural,Flood,Africa,2004,0
Natural,Flood,Africa,2004,0
Natural,Flood,Africa,2004,0
Natural,Flood,Africa,2004,2
Natural,Epidemic,Africa,2004,149
Natural,Epidemic,Africa,2004,46
Natural,Flood,Europe,2004,0
Natural,Flood,Europe,2004,0
Natural,Storm,Asia,2004,76
Natural,Flood,Europe,2004,0
Natural,Flood,Europe,2004,18
Natural,Epidemic,Asia,2004,18
Natural,Flood,Asia,2004,0
Natural,Flood,Asia,2004,5
Natural,Storm,Asia,2004,7
Natural,Flood,Africa,2004,50
Natural,Wildfire,Americas,2004,0
Natural,Flood,Americas,2004,0
Natural,Flood,Africa,2004,3
Natural,Flood,Americas,2004,79
Natural,Wildfire,Europe,2004,9
Natural,Flood,Asia,2004,6
Natural,Flood,Americas,2004,2
Natural,Storm,Asia,2004,31
Natural,Epidemic,Africa,2004,5
Natural,Flood,Americas,2004,688
Natural,Flood,Americas,2004,2665
Natural,Flood,Americas,2004,0
Natural,Storm,Africa,2004,2
Natural,Earthquake,Asia,2004,35
Natural,Storm,Asia,2004,236
Natural,Flood,Americas,2004,28
Natural,Storm,Asia,2004,13
Natural,Storm,Americas,2004,5
Natural,Flood,Asia,2004,18
Natural,Flood,Americas,2004,0
Natural,Storm,Americas,2004,10
Natural,Earthquake,Europe,2004,0
Natural,Volcanic activity,Asia,2004,0
Natural,Flood,Europe,2004,0
Natural,Storm,Europe,2004,1
Natural,Storm,Asia,2004,1
Natural,Storm,Asia,2004,14
Natural,Flood,Americas,2004,1
Natural,Storm,Europe,2004,0
Natural,Storm,Asia,2004,7
Natural,Flood,Africa,2004,0
Natural,Volcanic activity,Asia,2004,2
Natural,Epidemic,Africa,2004,8
Natural,Storm,Asia,2004,3
Natural,Storm,Asia,2004,6
Natural,Storm,Asia,2004,6
Natural,Flood,Asia,2004,47
Natural,Storm,Asia,2004,153
Natural,Flood,Asia,2004,5
Natural,Storm,Americas,2004,0
Natural,Storm,Asia,2004,0
Natural,Flood,Oceania,2004,0
Natural,Flood,Asia,2004,730
Natural,Flood,Asia,2004,0
Natural,Flood,Asia,2004,900
Natural,Flood,Asia,2004,185
Natural,Flood,Asia,2004,5
Natural,Flood,Asia,2004,0
Natural,Storm,Africa,2004,2
Natural,Storm,Asia,2004,0
Natural,Storm,Asia,2004,46
Natural,Flood,Asia,2004,3
Natural,Flood,Asia,2004,15
Natural,Flood,Americas,2004,5
Natural,Flood,Americas,2004,3
Natural,Earthquake,Asia,2004,18
Natural,Storm,Asia,2004,28
Natural,Storm,Asia,2004,28
Natural,Extreme temperature,Asia,2004,39
Natural,Flood,Asia,2004,15
Natural,Storm,Oceania,2004,1
Natural,Storm,Oceania,2004,3
Natural,Flood,Africa,2004,4
Natural,Flood,Americas,2004,7
Natural,Flood,Asia,2004,45
Natural,Flood,Asia,2004,7
Natural,Flood,Asia,2004,9
Natural,Epidemic,Africa,2004,11
Natural,Extreme temperature,Americas,2004,5
Natural,Extreme temperature,Americas,2004,0
Natural,Extreme temperature,Americas,2004,0
Natural,Extreme temperature,Americas,2004,90
Natural,Extreme temperature,Americas,2004,0
Natural,Extreme temperature,Americas,2004,0
Natural,Extreme temperature,Europe,2004,3
Natural,Extreme temperature,Europe,2004,15
Natural,Extreme temperature,Europe,2004,27
Natural,Storm,Europe,2004,7
Natural,Storm,Americas,2004,4
Natural,Flood,Asia,2004,21
Natural,Epidemic,Africa,2004,4
Natural,Flood,Asia,2004,0
Natural,Flood,Americas,2004,0
Natural,Wildfire,Americas,2004,0
Natural,Flood,Asia,2004,16
Natural,Extreme temperature,Asia,2004,10
Natural,Flood,Asia,2004,53
Natural,Storm,Europe,2004,4
Natural,Extreme temperature,Europe,2004,26
Natural,Extreme temperature,Africa,2004,13
Natural,Flood,Europe,2004,4
Natural,Flood,Europe,2004,0
Natural,Flood,Europe,2004,0
Natural,Flood,Europe,2004,1
Natural,Flood,Asia,2004,133
Natural,Wildfire,Europe,2004,3
Natural,Epidemic,Africa,2004,77
Natural,Epidemic,Asia,2004,88
Natural,Flood,Asia,2004,10
Natural,Flood,Asia,2004,24
Natural,Wildfire,Europe,2004,2
Natural,Storm,Europe,2004,6
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Infestation,Africa,2004,0
Natural,Flood,Africa,2004,0
Natural,Epidemic,Africa,2004,123
Natural,Epidemic,Africa,2004,58
Natural,Flood,Africa,2004,0
Natural,Storm,Oceania,2004,0
Natural,Flood,Asia,2004,1
Natural,Flood,Africa,2004,0
Natural,Storm,Asia,2004,0
Natural,Flood,Oceania,2004,2
Natural,Earthquake,Asia,2004,4
Natural,Epidemic,Africa,2004,87
Natural,Epidemic,Africa,2004,21
Natural,Storm,Asia,2004,188
Natural,Flood,Africa,2004,65
Natural,Storm,Americas,2004,4
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,1
Natural,Storm,Americas,2004,10
Natural,Flood,Europe,2004,0
Natural,Flood,Asia,2004,2
Natural,Earthquake,Americas,2004,1
Natural,Storm,Europe,2004,11
Natural,Storm,Asia,2004,11
Natural,Storm,Asia,2004,8
Natural,Infestation,Oceania,2004,0
Natural,Flood,Africa,2004,25
Natural,Storm,Asia,2004,2
Natural,Storm,Asia,2004,2
Natural,Storm,Asia,2004,35
Natural,Storm,Asia,2004,32
Natural,Earthquake,Asia,2004,2
Natural,Epidemic,Africa,2004,100
Natural,Epidemic,Africa,2004,56
Natural,Flood,Asia,2004,9
Natural,Flood,Europe,2004,6
Natural,Storm,Oceania,2004,0
Natural,Storm,Asia,2004,14
Natural,Wildfire,Americas,2004,0
Natural,Flood,Africa,2004,10
Natural,Storm,Americas,2004,7
Natural,Flood,Europe,2004,0
Natural,Storm,Americas,2004,2
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,47
Natural,Flood,Asia,2004,222
Natural,Storm,Asia,2004,41
Natural,Storm,Asia,2004,0
Natural,Storm,Europe,2004,3
Natural,Storm,Americas,2004,1
Natural,Storm,Americas,2004,1
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,2
Natural,Storm,Americas,2004,4
Natural,Storm,Americas,2004,39
Natural,Storm,Americas,2004,3
Natural,Storm,Americas,2004,15
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,1
Natural,Storm,Americas,2004,52
Natural,Storm,Americas,2004,0
Natural,Storm,Americas,2004,5
Natural,Volcanic activity,Asia,2004,0
Natural,Storm,Asia,2004,9
Natural,Flood,Asia,2004,20
Natural,Storm,Americas,2004,9
Natural,Storm,Americas,2004,11
Natural,Storm,Americas,2004,2754
Natural,Storm,Americas,2004,2
Natural,Storm,Americas,2004,6
Natural,Storm,Americas,2004,0
Natural,Flood,Americas,2004,16
Natural,Flood,Asia,2004,33
Natural,Storm,Asia,2004,25
Natural,Flood,Africa,2004,3
Natural,Flood,Africa,2004,0
Natural,Flood,Asia,2004,0
Natural,Flood,Asia,2004,0
Natural,Flood,Asia,2004,2
Natural,Storm,Americas,2004,0
Natural,Flood,Asia,2004,11
Natural,Flood,Asia,2004,160
Natural,Storm,Asia,2004,11
Natural,Flood,Americas,2004,36
Natural,Earthquake,Asia,2004,0
Natural,Storm,Asia,2004,89
Natural,Earthquake,Asia,2004,40
Natural,Flood,Americas,2004,0
Natural,Storm,Asia,2004,7
Natural,Flood,Oceania,2004,0
Natural,Flood,Africa,2004,0
Natural,Flood,Africa,2004,3
Natural,Epidemic,Africa,2004,6
Natural,Flood,Americas,2004,0
Natural,Earthquake,Asia,2004,33
Natural,Flood,Asia,2004,1
Natural,Flood,Africa,2004,19
Natural,Storm,Europe,2004,2
Natural,Epidemic,Africa,2004,3
Natural,Earthquake,Asia,2004,0
Natural,Flood,Americas,2004,0
Natural,Earthquake,Americas,2004,0
Natural,Epidemic,Africa,2004,76
Natural,Storm,Asia,2004,104
Natural,Storm,Asia,2004,56
Natural,Earthquake,Americas,2004,0
Natural,Earthquake,Americas,2004,1
Natural,Storm,Europe,2004,2
Natural,Storm,Oceania,2004,2
Natural,Storm,Asia,2004,1
Natural,Flood,Africa,2004,0
Natural,Storm,Europe,2004,0
Natural,Earthquake,Americas,2004,8
Natural,Storm,Asia,2004,14
Natural,Extreme temperature,Americas,2004,14
Natural,Storm,Asia,2004,29
Natural,Epidemic,Africa,2004,214
Natural,Earthquake,Asia,2004,32
Natural,Storm,Asia,2004,1619
Natural,Volcanic activity,Oceania,2004,0
Natural,Flood,Americas,2004,0
Natural,Epidemic,Africa,2004,50
Natural,Storm,Asia,2004,8
Natural,Storm,Asia,2004,3
Natural,Earthquake,Africa,2004,0
Natural,Flood,Americas,2004,0
Natural,Flood,Asia,2004,34
Natural,Flood,Europe,2004,0
Natural,Flood,Asia,2004,13
Natural,Flood,Asia,2004,2
Natural,Flood,Asia,2004,6
Natural,Earthquake,Asia,2004,2
Natural,Earthquake,Asia,2004,165708
Natural,Earthquake,Asia,2004,16389
Natural,Earthquake,Africa,2004,1
Natural,Earthquake,Asia,2004,35399
Natural,Earthquake,Asia,2004,102
Natural,Earthquake,Asia,2004,71
Natural,Earthquake,Asia,2004,80
Natural,Earthquake,Africa,2004,298
Natural,Earthquake,Africa,2004,3
Natural,Earthquake,Asia,2004,8345
Natural,Earthquake,Africa,2004,10
Natural,Flood,Africa,2004,1
Natural,Flood,Oceania,2004,3
Natural,Epidemic,Africa,2004,1
Natural,Earthquake,Europe,2004,0
Natural,Earthquake,Europe,2004,1
Natural,Earthquake,Africa,2004,3
Natural,Epidemic,Asia,2004,32
Natural,Storm,Oceania,2004,1
Natural,Flood,Americas,2004,1
Natural,Flood,Americas,2004,35
Natural,Storm,Asia,2004,6
Natural,Storm,Asia,2004,10
Natural,Storm,Asia,2004,0
Natural,Earthquake,Asia,2004,0
Natural,Epidemic,Africa,2004,15
Natural,Epidemic,Africa,2004,57
Natural,Epidemic,Africa,2004,0
Natural,Epidemic,Asia,2004,2
Natural,Storm,Europe,2004,2
Natural,Storm,Americas,2004,9
Natural,Flood,Asia,2004,210
Natural,Flood,Asia,2004,0
Natural,Flood,Asia,2004,0
Natural,Flood,Asia,2004,34
Natural,Epidemic,Africa,2004,3
Natural,Epidemic,Africa,2004,329
Natural,Wildfire,Africa,2004,0
Natural,Extreme temperature,Americas,2004,3
Natural,Storm,Europe,2004,0
Natural,Drought,Africa,2004,0
Natural,Drought,Americas,2004,0
Natural,Drought,Africa,2004,0
Natural,Drought,Africa,2004,80
Natural,Drought,Americas,2004,0
Natural,Drought,Americas,2004,0
Natural,Drought,Africa,2004,0
Natural,Drought,Americas,2004,0
Natural,Drought,Africa,2004,0
Natural,Drought,Europe,2004,0
Natural,Drought,Americas,2004,0
Natural,Storm,Americas,2005,2
Natural,Storm,Europe,2005,2
Natural,Storm,Europe,2005,4
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,3
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,7
Natural,Wildfire,Oceania,2005,12
Natural,Flood,Americas,2005,28
Natural,Earthquake,Asia,2005,0
Natural,Flood,Americas,2005,4
Natural,Flood,Americas,2005,3
Natural,Flood,Americas,2005,3
Natural,Flood,Asia,2005,29
Natural,Storm,Americas,2005,20
Natural,Earthquake,Asia,2005,1
Natural,Flood,Americas,2005,34
Natural,Storm,Asia,2005,260
Natural,Storm,Asia,2005,58
Natural,Storm,Europe,2005,2
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,4
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,2
Natural,Storm,Europe,2005,4
Natural,Storm,Europe,2005,1
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,3
Natural,Storm,Europe,2005,0
Natural,Storm,Europe,2005,0
Natural,Storm,Asia,2005,2
Natural,Storm,Africa,2005,78
Natural,Epidemic,Africa,2005,42
Natural,Flood,Americas,2005,19
Natural,Storm,Americas,2005,11
Natural,Flood,Africa,2005,0
Natural,Epidemic,Africa,2005,34
Natural,Epidemic,Asia,2005,22
Natural,Flood,Africa,2005,0
Natural,Storm,Oceania,2005,0
Natural,Storm,Europe,2005,0
Natural,Earthquake,Asia,2005,2
Natural,Flood,Americas,2005,76
Natural,Flood,Africa,2005,0
Natural,Storm,Africa,2005,10
Natural,Flood,Asia,2005,520
Natural,Epidemic,Africa,2005,124
Natural,Flood,Americas,2005,56
Natural,Storm,Asia,2005,0
Natural,Earthquake,Asia,2005,612
Natural,Flood,Africa,2005,11
Natural,Flood,Africa,2005,25
Natural,Flood,Asia,2005,3
Natural,Storm,Oceania,2005,0
Natural,Storm,Oceania,2005,0
Natural,Flood,Americas,2005,9
Natural,Epidemic,Africa,2005,46
Natural,Flood,Asia,2005,3
Natural,Flood,Asia,2005,0
Natural,Flood,Asia,2005,0
Natural,Storm,Asia,2005,18
Natural,Storm,Asia,2005,36
Natural,Earthquake,Asia,2005,0
Natural,Earthquake,Asia,2005,1
Natural,Storm,Asia,2005,79
Natural,Flood,Europe,2005,1
Natural,Flood,Europe,2005,0
Natural,Flood,Europe,2005,2
Natural,Flood,Europe,2005,2
Natural,Flood,Europe,2005,1
Natural,Earthquake,Africa,2005,2
Natural,Epidemic,Africa,2005,561
Natural,Flood,Africa,2005,0
Natural,Epidemic,Africa,2005,40
Natural,Epidemic,Africa,2005,0
Natural,Storm,Africa,2005,8
Natural,Storm,Oceania,2005,0
Natural,Storm,Asia,2005,1
Natural,Flood,Europe,2005,0
Natural,Storm,Oceania,2005,0
Natural,Storm,Oceania,2005,9
Natural,Storm,Africa,2005,0
Natural,Earthquake,Asia,2005,915
Natural,Flood,Africa,2005,4
Natural,Flood,Asia,2005,200
Natural,Flood,Asia,2005,15
Natural,Epidemic,Africa,2005,303
Natural,Wildfire,Asia,2005,0
Natural,Epidemic,Africa,2005,29
Natural,Storm,Asia,2005,19
Natural,Storm,Asia,2005,24
Natural,Storm,Asia,2005,18
Natural,Flood,Asia,2005,20
Natural,Epidemic,Africa,2005,40
Natural,Flood,Americas,2005,23
Natural,Volcanic activity,Asia,2005,0
Natural,Flood,Americas,2005,2
Natural,Volcanic activity,Africa,2005,0
Natural,Earthquake,Asia,2005,0
Natural,Flood,Africa,2005,1
Natural,Flood,Europe,2005,2
Natural,Flood,Europe,2005,2
Natural,Flood,Africa,2005,156
Natural,Flood,Africa,2005,1
Natural,Flood,Africa,2005,5
Natural,Storm,Americas,2005,0
Natural,Epidemic,Africa,2005,115
Natural,Epidemic,Africa,2005,100
Natural,Flood,Asia,2005,10
Natural,Flood,Asia,2005,47
Natural,Flood,Asia,2005,0
Natural,Flood,Asia,2005,34
Natural,Flood,Europe,2005,3
Natural,Flood,Europe,2005,0
Natural,Earthquake,Americas,2005,1
Natural,Storm,Americas,2005,45
Natural,Flood,Africa,2005,42
Natural,Storm,Asia,2005,10
Natural,Flood,Africa,2005,5
Natural,Flood,Asia,2005,13
Natural,Flood,Europe,2005,6
Natural,Epidemic,Asia,2005,48
Natural,Storm,Asia,2005,2
Natural,Storm,Asia,2005,15
Natural,Flood,Americas,2005,3
Natural,Flood,Europe,2005,0
Natural,Flood,Asia,2005,20
Natural,Storm,Asia,2005,11
Natural,Flood,Americas,2005,8
Natural,Flood,Asia,2005,1
Natural,Flood,Europe,2005,0
Natural,Flood,Americas,2005,0
Natural,Epidemic,Africa,2005,10
Natural,Epidemic,Asia,2005,0
Natural,Storm,Asia,2005,20
Natural,Storm,Asia,2005,11
Natural,Flood,Americas,2005,28
Natural,Flood,Africa,2005,0
Natural,Flood,Oceania,2005,0
Natural,Storm,Asia,2005,0
Natural,Flood,Asia,2005,8
Natural,Flood,Americas,2005,5
Natural,Epidemic,Africa,2005,12
Natural,Flood,Asia,2005,117
Natural,Volcanic activity,Oceania,2005,0
Natural,Flood,Africa,2005,7
Natural,Storm,Asia,2005,9
Natural,Storm,Asia,2005,0
Natural,Flood,Europe,2005,0
Natural,Flood,Asia,2005,14
Natural,Flood,Asia,2005,0
Natural,Earthquake,Americas,2005,11
Natural,Earthquake,Americas,2005,0
Natural,Flood,Asia,2005,48
Natural,Extreme temperature,Asia,2005,0
Natural,Extreme temperature,Asia,2005,329
Natural,Flood,Africa,2005,1
Natural,Epidemic,Africa,2005,10
Natural,Epidemic,Asia,2005,0
Natural,Earthquake,Oceania,2005,1
Natural,Earthquake,Asia,2005,0
Natural,Flood,Asia,2005,58
Natural,Flood,Asia,2005,239
Natural,Flood,Europe,2005,8
Natural,Flood,Europe,2005,17
Natural,Extreme temperature,Asia,2005,0
Natural,Flood,Asia,2005,0
Natural,Flood,Asia,2005,235
Natural,Flood,Asia,2005,0
Natural,Extreme temperature,Asia,2005,106
Natural,Flood,Americas,2005,8
Natural,Flood,Americas,2005,33
Natural,Storm,Americas,2005,16
Natural,Storm,Americas,2005,40
Natural,Storm,Americas,2005,1
Natural,Storm,Americas,2005,5
Natural,Flood,Asia,2005,25
Natural,Flood,Asia,2005,3
Natural,Flood,Asia,2005,0
Natural,Flood,Asia,2005,39
Natural,Flood,Asia,2005,6
Natural,Flood,Europe,2005,0
Natural,Flood,Europe,2005,0
Natural,Flood,Europe,2005,24
Natural,Wildfire,Europe,2005,2
Natural,Wildfire,Europe,2005,15
Natural,Flood,Asia,2005,0
Natural,Flood,Asia,2005,193
Natural,Epidemic,Africa,2005,20
Natural,Epidemic,Africa,2005,399
Natural,Epidemic,Asia,2005,0
Natural,Flood,Asia,2005,23
Natural,Flood,Asia,2005,70
Natural,Flood,Asia,2005,0
Natural,Flood,Americas,2005,6
Natural,Wildfire,Europe,2005,11
Natural,Storm,Asia,2005,9
Natural,Storm,Asia,2005,12
