Disaster Group,Disaster Type,Region,Year of Occurrence,Total Deaths
Natural,Drought,Asia,2009,0
Natural,Drought,Asia,2009,0
Natural,Drought,Asia,2009,0
Natural,Earthquake,Asia,2010,0
Natural,Earthquake,Oceania,2010,0
Natural,Flood,Africa,2010,0
Natural,Earthquake,Americas,2010,222570
Natural,Earthquake,Asia,2010,0
Natural,Flood,Asia,2010,2
Natural,Flood,Africa,2010,12
Natural,Flood,Asia,2010,2
Natural,Flood,Asia,2010,0
Natural,Flood,Americas,2010,26
Natural,Flood,Asia,2010,5
Natural,Earthquake,Americas,2010,0
Natural,Flood,Americas,2010,0
Natural,Flood,Asia,2010,1
Natural,Flood,Asia,2010,10
Natural,Storm,Asia,2010,30
Natural,Storm,Oceania,2010,1
Natural,Storm,Americas,2010,2
Natural,Extreme temperature,Europe,2010,3
Natural,Extreme temperature,Europe,2010,52
Natural,Extreme temperature,Europe,2010,13
Natural,Extreme temperature,Europe,2010,3
Natural,Flood,Asia,2010,22
Natural,Flood,Oceania,2010,2
Natural,Flood,Americas,2010,12
Natural,Extreme temperature,Americas,2010,32
Natural,Flood,Americas,2010,41
Natural,Earthquake,Asia,2010,1
Natural,Flood,Americas,2010,20
Natural,Flood,Oceania,2010,0
Natural,Flood,Americas,2010,1
Natural,Flood,Americas,2010,4
Natural,Flood,Europe,2010,43
Natural,Flood,Asia,2010,44
Natural,Storm,Oceania,2010,0
Natural,Earthquake,Asia,2010,0
Natural,Storm,Europe,2010,1
Natural,Storm,Europe,2010,0
Natural,Storm,Europe,2010,4
Natural,Storm,Europe,2010,3
Natural,Storm,Europe,2010,53
Natural,Storm,Europe,2010,0
Natural,Storm,Europe,2010,0
Natural,Storm,Europe,2010,0
Natural,Storm,Europe,2010,3
Natural,Storm,Americas,2010,1
Natural,Earthquake,Americas,2010,562
Natural,Flood,Americas,2010,27
Natural,Earthquake,Asia,2010,51
Natural,Flood,Africa,2010,94
Natural,Flood,Africa,2010,5
Natural,Flood,Europe,2010,0
Natural,Storm,Oceania,2010,0
Natural,Flood,Oceania,2010,0
Natural,Storm,Africa,2010,120
Natural,Flood,Africa,2010,7
Natural,Storm,Oceania,2010,2
Natural,Flood,Asia,2010,44
Natural,Flood,Africa,2010,10
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,0
Natural,Storm,Oceania,2010,1
Natural,Storm,Oceania,2010,0
Natural,Flood,Africa,2010,0
Natural,Storm,Oceania,2010,0
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,8
Natural,Epidemic,Africa,2010,16
Natural,Epidemic,Africa,2010,841
Natural,Epidemic,Africa,2010,27
Natural,Epidemic,Africa,2010,87
Natural,Epidemic,Africa,2010,156
Natural,Epidemic,Africa,2010,115
Natural,Epidemic,Africa,2010,60
Natural,Flood,Africa,2010,0
Natural,Epidemic,Africa,2010,32
Natural,Epidemic,Africa,2010,31
Natural,Epidemic,Africa,2010,25
Natural,Epidemic,Africa,2010,16
Natural,Epidemic,Africa,2010,46
Natural,Epidemic,Africa,2010,44
Natural,Epidemic,Africa,2010,3
Natural,Epidemic,Africa,2010,5
Natural,Epidemic,Africa,2010,2
Natural,Flood,Americas,2010,256
Natural,Flood,Europe,2010,0
Natural,Earthquake,Americas,2010,2
Natural,Flood,Americas,2010,0
Natural,Storm,Americas,2010,12
Natural,Flood,Africa,2010,11
Natural,Storm,Africa,2010,0
Natural,Flood,Americas,2010,418
Natural,Earthquake,Asia,2010,2968
Natural,Volcanic activity,Europe,2010,0
Natural,Storm,Asia,2010,8
Natural,Storm,Asia,2010,114
Natural,Flood,Asia,2010,2
Natural,Flood,Asia,2010,73
Natural,Flood,Asia,2010,70
Natural,Storm,Asia,2010,54
Natural,Storm,Asia,2010,29
Natural,Flood,Asia,2010,7
Natural,Storm,Americas,2010,30
Natural,Flood,Asia,2010,28
Natural,Flood,Europe,2010,1
Natural,Flood,Europe,2010,0
Natural,Flood,Europe,2010,1
Natural,Flood,Europe,2010,16
Natural,Flood,Europe,2010,2
Natural,Flood,Europe,2010,1
Natural,Storm,Americas,2010,5
Natural,Storm,Asia,2010,32
Natural,Flood,Asia,2010,3
Natural,Storm,Asia,2010,3
Natural,Extreme temperature,Asia,2010,250
Natural,Epidemic,Asia,2010,65
Natural,Storm,Asia,2010,16
Natural,Storm,Asia,2010,23
Natural,Storm,Americas,2010,174
Natural,Storm,Americas,2010,18
Natural,Storm,Americas,2010,10
Natural,Flood,Europe,2010,3
Natural,Flood,Europe,2010,3
Natural,Volcanic activity,Americas,2010,0
Natural,Flood,Americas,2010,20
Natural,Flood,Asia,2010,27
Natural,Flood,Europe,2010,25
Natural,Earthquake,Asia,2010,17
Natural,Flood,Asia,2010,1691
Natural,Flood,Africa,2010,45
Natural,Flood,Americas,2010,72
Natural,Flood,Europe,2010,26
Natural,Flood,Europe,2010,0
Natural,Flood,Africa,2010,8
Natural,Flood,Africa,2010,21
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,22
Natural,Storm,Americas,2010,5
Natural,Storm,Americas,2010,6
Natural,Flood,Americas,2010,0
Natural,Epidemic,Americas,2010,67
Natural,Flood,Asia,2010,0
Natural,Flood,Americas,2010,2
Natural,Epidemic,Africa,2010,0
Natural,Flood,Americas,2010,0
Natural,Volcanic activity,Americas,2010,0
Natural,Flood,Europe,2010,6
Natural,Flood,Asia,2010,53
Natural,Flood,Europe,2010,1
Natural,Flood,Americas,2010,6
Natural,Flood,Africa,2010,1
Natural,Flood,Asia,2010,0
Natural,Flood,Asia,2010,46
Natural,Flood,Asia,2010,27
Natural,Flood,Africa,2010,100
Natural,Wildfire,Americas,2010,31
Natural,Flood,Asia,2010,0
Natural,Flood,Asia,2010,60
Natural,Extreme temperature,Americas,2010,42
Natural,Extreme temperature,Americas,2010,4
Natural,Extreme temperature,Americas,2010,0
Natural,Extreme temperature,Americas,2010,12
Natural,Extreme temperature,Americas,2010,4
Natural,Flood,Africa,2010,2
Natural,Flood,Asia,2010,14
Natural,Flood,Africa,2010,16
Natural,Flood,Africa,2010,24
Natural,Flood,Asia,2010,21
Natural,Storm,Asia,2010,2
Natural,Storm,Asia,2010,146
Natural,Storm,Asia,2010,11
Natural,Flood,Asia,2010,10
Natural,Flood,Africa,2010,33
Natural,Flood,Asia,2010,15
Natural,Flood,Asia,2010,11
Natural,Extreme temperature,Asia,2010,170
Natural,Storm,Asia,2010,1
Natural,Storm,Asia,2010,10
Natural,Flood,Asia,2010,12
Natural,Flood,Asia,2010,10
Natural,Flood,Asia,2010,1985
Natural,Extreme temperature,Americas,2010,409
Natural,Flood,Asia,2010,152
Natural,Flood,Africa,2010,7
Natural,Flood,Africa,2010,13
Natural,Wildfire,Europe,2010,53
Natural,Flood,Africa,2010,0
Natural,Earthquake,Asia,2010,0
Natural,Earthquake,Asia,2010,1
Natural,Flood,Asia,2010,65
Natural,Flood,Asia,2010,0
Natural,Flood,Asia,2010,0
Natural,Extreme temperature,Europe,2010,55736
Natural,Flood,Asia,2010,196
Natural,Flood,Africa,2010,3
Natural,Flood,Europe,2010,7
Natural,Flood,Europe,2010,3
Natural,Flood,Europe,2010,4
Natural,Flood,Europe,2010,3
Natural,Flood,Africa,2010,3
Natural,Storm,Asia,2010,31
Natural,Epidemic,Asia,2010,2
Natural,Epidemic,Asia,2010,737
Natural,Epidemic,Asia,2010,0
Natural,Epidemic,Asia,2010,21
Natural,Flood,Asia,2010,0
Natural,Epidemic,Africa,2010,16
Natural,Epidemic,Africa,2010,1716
Natural,Epidemic,Africa,2010,92
Natural,Flood,Americas,2010,0
Natural,Flood,Asia,2010,59
Natural,Wildfire,Africa,2010,8
Natural,Flood,Asia,2010,5
Natural,Flood,Asia,2010,0
Natural,Flood,Asia,2010,0
Natural,Epidemic,Africa,2010,515
Natural,Flood,Africa,2010,2
Natural,Wildfire,Americas,2010,0
Natural,Storm,Americas,2010,6
Natural,Storm,Asia,2010,25
Natural,Flood,Americas,2010,0
Natural,Storm,Asia,2010,14
Natural,Epidemic,Asia,2010,8
Natural,Epidemic,Americas,2010,0
Natural,Epidemic,Americas,2010,13
Natural,Flood,Americas,2010,0
Natural,Flood,Americas,2010,5
Natural,Volcanic activity,Asia,2010,1
Natural,Flood,Americas,2010,117
Natural,Flood,Africa,2010,19
Natural,Flood,Asia,2010,138
Natural,Flood,Africa,2010,10
Natural,Flood,Africa,2010,8
Natural,Flood,Africa,2010,2
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,0
Natural,Earthquake,Oceania,2010,0
Natural,Flood,Oceania,2010,0
Natural,Wildfire,Europe,2010,8
Natural,Flood,Americas,2010,25
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,1
Natural,Flood,Americas,2010,3
Natural,Storm,Asia,2010,12
Natural,Storm,Asia,2010,20
Natural,Flood,Africa,2010,18
Natural,Storm,Asia,2010,75
Natural,Storm,Asia,2010,2
Natural,Flood,Asia,2010,6
Natural,Flood,Americas,2010,66
Natural,Flood,Asia,2010,200
Natural,Flood,Asia,2010,0
Natural,Storm,Americas,2010,12
Natural,Storm,Americas,2010,15
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,4
Natural,Storm,Americas,2010,3
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,1
Natural,Storm,Americas,2010,8
Natural,Storm,Americas,2010,6
Natural,Flood,Africa,2010,40
Natural,Flood,Asia,2010,291
Natural,Flood,Asia,2010,84
Natural,Flood,Africa,2010,1
Natural,Storm,Americas,2010,8
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,1
Natural,Flood,Africa,2010,46
Natural,Epidemic,Africa,2010,0
Natural,Flood,Asia,2010,4
Natural,Flood,Africa,2010,0
Natural,Flood,Asia,2010,21
Natural,Epidemic,Africa,2010,7
Natural,Flood,Americas,2010,13
Natural,Storm,Asia,2010,0
Natural,Storm,Asia,2010,35
Natural,Storm,Asia,2010,32
Natural,Flood,Europe,2010,23
Natural,Flood,Africa,2010,1
Natural,Flood,Americas,2010,0
Natural,Flood,Asia,2010,8
Natural,Flood,Asia,2010,258
Natural,Flood,Africa,2010,18
Natural,Storm,Asia,2010,45
Natural,Epidemic,Americas,2010,130
Natural,Epidemic,Americas,2010,6908
Natural,Epidemic,Americas,2011,0
Natural,Volcanic activity,Asia,2010,322
Natural,Earthquake,Asia,2010,530
Natural,Storm,Africa,2010,9
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,21
Natural,Storm,Americas,2010,14
Natural,Storm,Americas,2010,0
Natural,Flood,Asia,2010,31
Natural,Earthquake,Europe,2010,2
Natural,Flood,Americas,2010,24
Natural,Flood,Asia,2010,16
Natural,Flood,Africa,2010,3
Natural,Flood,Africa,2010,0
Natural,Flood,Africa,2010,0
Natural,Flood,Europe,2010,0
Natural,Flood,Asia,2010,7
Natural,Flood,Asia,2010,16
Natural,Earthquake,Asia,2010,0
Natural,Flood,Americas,2010,2
Natural,Epidemic,Africa,2010,219
Natural,Flood,Europe,2010,0
Natural,Epidemic,Americas,2010,16
Natural,Flood,Asia,2010,50
Natural,Flood,Europe,2010,3
Natural,Volcanic activity,Asia,2010,0
Natural,Storm,Americas,2010,11
Natural,Flood,Africa,2010,32
Natural,Extreme temperature,Europe,2010,0
Natural,Extreme temperature,Europe,2010,12
Natural,Extreme temperature,Europe,2010,1
Natural,Extreme temperature,Europe,2010,3
Natural,Extreme temperature,Europe,2010,0
Natural,Extreme temperature,Europe,2010,0
Natural,Extreme temperature,Europe,2010,5
Natural,Extreme temperature,Europe,2010,200
Natural,Extreme temperature,Europe,2010,0
Natural,Extreme temperature,Europe,2010,11
Natural,Extreme temperature,Europe,2010,122
Natural,Flood,Americas,2010,41
Natural,Flood,Europe,2010,0
Natural,Flood,Europe,2010,0
Natural,Flood,Europe,2010,3
Natural,Flood,Europe,2010,1
Natural,Flood,Europe,2010,0
Natural,Flood,Europe,2010,0
Natural,Flood,Europe,2010,0
Natural,Wildfire,Asia,2010,22
Natural,Flood,Oceania,2010,0
Natural,Wildfire,Asia,2010,44
Natural,Flood,Asia,2010,203
Natural,Extreme temperature,Europe,2010,2
Natural,Extreme temperature,Europe,2010,0
Natural,Extreme temperature,Europe,2010,2
Natural,Storm,Africa,2010,31
Natural,Earthquake,Asia,2010,7
Natural,Flood,Europe,2010,2
Natural,Flood,Americas,2010,0
Natural,Storm,Europe,2010,0
Natural,Storm,Europe,2010,0
Natural,Storm,Europe,2010,0
Natural,Storm,Europe,2010,0
Natural,Storm,Americas,2010,0
Natural,Storm,Americas,2010,0
Natural,Flood,Oceania,2010,35
Natural,Flood,Asia,2010,110
Natural,Flood,Africa,2010,15
Natural,Storm,Americas,2010,8
Natural,Flood,Americas,2010,13
Natural,Earthquake,Asia,2010,8
Natural,Earthquake,Asia,2010,0
Natural,Earthquake,Asia,2010,11
Natural,Epidemic,Africa,2010,48
Natural,Earthquake,Asia,2010,3
Natural,Earthquake,Asia,2010,0
Natural,Flood,Americas,2010,35
Natural,Flood,Asia,2010,15
Natural,Storm,Africa,2010,40
Natural,Epidemic,Americas,2010,29
Natural,Epidemic,Americas,2011,0
Natural,Epidemic,Americas,2010,13
Natural,Epidemic,Americas,2011,0
Natural,Flood,Asia,2010,24
Natural,Storm,Asia,2010,15
Natural,Storm,Asia,2010,12
Natural,Storm,Americas,2010,20
Natural,Storm,Americas,2010,20
Natural,Storm,Asia,2010,3
Natural,Storm,Europe,2010,3
Natural,Storm,Asia,2010,22
Natural,Storm,Asia,2010,28
Natural,Storm,Africa,2010,0
Natural,Epidemic,Africa,2010,11
Natural,Epidemic,Americas,2010,4
Natural,Flood,Africa,2010,0
Natural,Infestation,Africa,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2010,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2010,20000
Natural,Drought,Africa,2011,0
Natural,Drought,Asia,2010,0
Natural,Drought,Africa,2010,0
Natural,Drought,Africa,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Africa,2010,0
Natural,Drought,Africa,2010,0
Natural,Drought,Europe,2010,0
Natural,Drought,Americas,2010,0
Natural,Drought,Asia,2010,0
Natural,Extreme temperature,Asia,2011,2
Natural,Flood,Africa,2011,17
Natural,Extreme temperature,Asia,2011,80
Natural,Flood,Europe,2011,0
Natural,Flood,Europe,2011,4
Natural,Flood,Americas,2011,900
Natural,Storm,Africa,2011,12
Natural,Extreme temperature,Asia,2011,50
Natural,Flood,Asia,2011,2
Natural,Flood,Asia,2011,23
Natural,Flood,Asia,2011,11
Natural,Flood,Asia,2011,0
Natural,Flood,Asia,2011,47
Natural,Storm,Americas,2011,39
Natural,Earthquake,Asia,2011,0
Natural,Flood,Americas,2011,52
Natural,Flood,Asia,2011,25
Natural,Flood,Africa,2011,26
Natural,Flood,Asia,2011,11
Natural,Flood,Asia,2011,18
Natural,Storm,Africa,2011,35
Natural,Flood,Americas,2011,6
Natural,Storm,Africa,2011,12
Natural,Earthquake,Oceania,2011,181
Natural,Storm,Oceania,2011,1
Natural,Storm,Oceania,2011,0
Natural,Storm,Oceania,2011,0
Natural,Storm,Oceania,2011,0
Natural,Storm,Oceania,2011,0
Natural,Flood,Africa,2011,11
Natural,Earthquake,Asia,2011,25
Natural,Flood,Oceania,2011,0
Natural,Flood,Africa,2011,108
Natural,Earthquake,Asia,2011,1
Natural,Earthquake,Asia,2011,19846
Natural,Flood,Asia,2011,64
Natural,Flood,Americas,2011,10
Natural,Flood,Asia,2011,16
Natural,Flood,Asia,2011,21
Natural,Epidemic,Africa,2011,33
Natural,Earthquake,Asia,2011,0
Natural,Earthquake,Asia,2011,74
Natural,Earthquake,Asia,2011,1
Natural,Storm,Oceania,2011,0
Natural,Flood,Africa,2011,113
Natural,Flood,Africa,2011,0
Natural,Flood,Africa,2011,0
Natural,Flood,Africa,2011,0
Natural,Flood,Africa,2011,0
Natural,Flood,Africa,2011,0
Natural,Flood,Africa,2011,0
Natural,Flood,Asia,2011,0
Natural,Flood,Americas,2011,0
Natural,Wildfire,Americas,2011,0
Natural,Flood,Africa,2011,40
Natural,Volcanic activity,Asia,2011,0
Natural,Flood,Africa,2011,4
Natural,Earthquake,Asia,2011,2
Natural,Extreme temperature,Americas,2011,3
Natural,Epidemic,Americas,2011,44
Natural,Earthquake,Asia,2011,2
Natural,Flood,Americas,2011,5
Natural,Flood,Americas,2011,138
Natural,Storm,Americas,2011,46
Natural,Storm,Asia,2011,18
Natural,Wildfire,Americas,2011,2
Natural,Flood,Americas,2011,12
Natural,Storm,Americas,2011,354
Natural,Storm,Asia,2011,37
Natural,Earthquake,Europe,2011,10
Natural,Wildfire,Americas,2011,0
Natural,Flood,Americas,2011,1
Natural,Earthquake,Asia,2011,3
Natural,Storm,Americas,2011,176
Natural,Storm,Asia,2011,42
Natural,Flood,Asia,2011,2
Natural,Flood,Americas,2011,0
Natural,Flood,Africa,2011,0
Natural,Epidemic,Africa,2011,124
Natural,Epidemic,Africa,2011,13
Natural,Flood,Africa,2011,14
Natural,Flood,Asia,2011,6
Natural,Flood,Americas,2011,2
Natural,Storm,Americas,2011,11
Natural,Storm,Americas,2011,3
Natural,Flood,Americas,2011,4
Natural,Flood,Americas,2011,34
Natural,Flood,Europe,2011,0
Natural,Extreme temperature,Americas,2011,20
Natural,Flood,Asia,2011,16
Natural,Storm,Asia,2011,23
Natural,Storm,Asia,2011,9
Natural,Flood,Asia,2011,12
Natural,Volcanic activity,Americas,2011,0
Natural,Volcanic activity,Americas,2011,0
Natural,Flood,Asia,2011,6
Natural,Flood,Americas,2011,15
Natural,Flood,Africa,2011,20
Natural,Flood,Asia,2011,15
Natural,Flood,Asia,2011,14
Natural,Flood,Asia,2011,31
Natural,Flood,Asia,2011,467
Natural,Storm,Americas,2011,3
Natural,Flood,Africa,2011,24
Natural,Storm,Asia,2011,20
Natural,Storm,Asia,2011,16
Natural,Storm,Africa,2011,23
Natural,Storm,Africa,2011,11
Natural,Storm,Americas,2011,22
Natural,Earthquake,Asia,2011,0
Natural,Earthquake,Asia,2011,0
Natural,Earthquake,Asia,2011,13
Natural,Flood,Asia,2011,9
Natural,Flood,Asia,2011,10
Natural,Extreme temperature,Americas,2011,22
Natural,Storm,Americas,2011,5
Natural,Storm,Americas,2011,3
Natural,Flood,Africa,2011,6
Natural,Storm,Asia,2011,84
Natural,Storm,Asia,2011,18
Natural,Storm,Asia,2011,0
Natural,Storm,Asia,2011,11
Natural,Storm,Asia,2011,10
Natural,Flood,Africa,2011,0
Natural,Flood,Asia,2011,30
Natural,Epidemic,Africa,2011,45
Natural,Epidemic,Africa,2011,16
Natural,Epidemic,Africa,2011,603
Natural,Epidemic,Africa,2011,32
Natural,Epidemic,Asia,2011,4
Natural,Epidemic,Africa,2011,0
Natural,Storm,Africa,2011,1
Natural,Epidemic,Africa,2011,33
Natural,Flood,Asia,2011,7
Natural,Flood,Asia,2011,0
Natural,Epidemic,Africa,2011,639
Natural,Flood,Asia,2011,0
Natural,Storm,Americas,2011,3
Natural,Storm,Americas,2011,1
Natural,Storm,Americas,2011,1
Natural,Storm,Americas,2011,0
Natural,Storm,Europe,2011,1
Natural,Epidemic,Africa,2011,694
Natural,Flood,Asia,2011,89
Natural,Storm,Europe,2011,5
Natural,Storm,Americas,2011,1
Natural,Flood,Asia,2011,34
Natural,Flood,Asia,2011,813
Natural,Flood,Asia,2011,47
Natural,Storm,Americas,2011,0
Natural,Storm,Americas,2011,1
Natural,Storm,Americas,2011,4
Natural,Storm,Americas,2011,2
Natural,Storm,Americas,2011,1
Natural,Storm,Americas,2011,46
Natural,Extreme temperature,Europe,2011,10
Natural,Flood,Asia,2011,34
Natural,Epidemic,Africa,2011,101
Natural,Epidemic,Africa,2011,49
Natural,Epidemic,Africa,2011,48
Natural,Epidemic,Africa,2011,433
Natural,Flood,Americas,2011,11
Natural,Flood,Europe,2011,0
Natural,Storm,Asia,2011,43
Natural,Flood,Africa,2011,120
Natural,Flood,Asia,2011,509
Natural,Wildfire,Americas,2011,4
Natural,Earthquake,Asia,2011,1
Natural,Earthquake,Asia,2011,7
Natural,Earthquake,Asia,2011,112
Natural,Earthquake,Asia,2011,7
Natural,Storm,Asia,2011,13
Natural,Epidemic,Africa,2011,12
Natural,Flood,Asia,2011,24
Natural,Flood,Americas,2011,3
Natural,Flood,Asia,2011,247
Natural,Flood,Asia,2011,0
Natural,Flood,Asia,2011,117
Natural,Flood,Asia,2011,239
Natural,Earthquake,Americas,2011,3
Natural,Flood,Africa,2011,27
Natural,Flood,Asia,2011,8
Natural,Storm,Asia,2011,25
Natural,Storm,Asia,2011,3
Natural,Storm,Asia,2011,103
Natural,Flood,Asia,2011,0
Natural,Flood,Americas,2011,2
Natural,Storm,Asia,2011,11
Natural,Storm,Americas,2011,5
Natural,Flood,Americas,2011,135
Natural,Flood,Americas,2011,4
Natural,Flood,Americas,2011,43
Natural,Flood,Americas,2011,33
Natural,Flood,Americas,2011,17
Natural,Flood,Americas,2011,0
Natural,Flood,Americas,2011,35
Natural,Earthquake,Asia,2011,0
Natural,Earthquake,Oceania,2011,1
Natural,Earthquake,Asia,2011,10
Natural,Flood,Americas,2011,0
Natural,Epidemic,Asia,2011,3
Natural,Flood,Asia,2011,85
Natural,Flood,Asia,2011,13
Natural,Earthquake,Asia,2011,604
Natural,Flood,Asia,2011,151
Natural,Flood,Africa,2011,10
Natural,Storm,Africa,2011,1
Natural,Earthquake,Asia,2011,0
Natural,Flood,Africa,2011,14
Natural,Storm,Asia,2011,14
Natural,Flood,Europe,2011,10
Natural,Flood,Africa,2011,7
Natural,Flood,Asia,2011,22
Natural,Flood,Asia,2011,7
Natural,Flood,Africa,2011,8
Natural,Flood,Asia,2011,204
Natural,Flood,Americas,2011,2
Natural,Flood,Asia,2011,53
Natural,Flood,Americas,2011,3
Natural,Flood,Asia,2011,19
Natural,Storm,Americas,2011,0
Natural,Flood,Europe,2011,6
Natural,Flood,Europe,2011,6
Natural,Earthquake,Americas,2011,1
Natural,Storm,Americas,2011,29
Natural,Earthquake,Asia,2011,0
Natural,Flood,Europe,2011,2
Natural,Storm,Asia,2011,68
Natural,Storm,Americas,2011,15
Natural,Epidemic,Asia,2011,27
Natural,Storm,Americas,2011,10
Natural,Flood,Africa,2011,1
Natural,Flood,Africa,2011,0
Natural,Earthquake,Asia,2011,40
Natural,Flood,Asia,2011,5
Natural,Flood,Asia,2011,0
Natural,Flood,Asia,2011,42
Natural,Flood,Europe,2011,1
Natural,Flood,Africa,2011,0
Natural,Flood,Africa,2011,0
Natural,Storm,Asia,2011,22
Natural,Storm,Europe,2011,4
Natural,Flood,Africa,2011,0
Natural,Epidemic,Asia,2011,167
Natural,Flood,Africa,2011,25
Natural,Volcanic activity,Asia,2011,0
Natural,Earthquake,Americas,2011,2
Natural,Extreme temperature,Americas,2011,0
Natural,Flood,Africa,2011,0
Natural,Flood,Africa,2011,0
Natural,Storm,Europe,2011,0
Natural,Storm,Europe,2011,0
Natural,Storm,Asia,2011,1439
Natural,Flood,Africa,2011,0
Natural,Extreme temperature,Asia,2011,12
Natural,Flood,Africa,2011,0
Natural,Storm,Americas,2011,6
Natural,Epidemic,Americas,2011,1
Natural,Flood,Africa,2011,20
Natural,Flood,Asia,2011,12
Natural,Flood,Asia,2011,10
Natural,Epidemic,Asia,2011,33
Natural,Flood,Africa,2011,0
Natural,Storm,Asia,2011,0
Natural,Flood,Americas,2011,1
Natural,Flood,Asia,2011,0
Natural,Epidemic,Asia,2011,20
Natural,Volcanic activity,Asia,2011,0
Natural,Storm,Asia,2011,47
Natural,Volcanic activity,Asia,2011,3
Natural,Flood,Americas,2011,0
Natural,Flood,Americas,2011,0
Natural,Extreme temperature,Asia,2011,36
Natural,Storm,Asia,2011,5
Natural,Flood,Asia,2011,18
Natural,Storm,Asia,2011,0
Natural,Storm,Asia,2011,0
Natural,Storm,Asia,2011,0
Natural,Flood,Africa,2011,10
Natural,Storm,Americas,2011,16
Natural,Wildfire,Americas,2011,1
Natural,Flood,Asia,2011,0
Natural,Flood,Americas,2011,5
Natural,Flood,Americas,2011,3
Natural,Flood,Asia,2011,0
Natural,Storm,Asia,2011,13
Natural,Flood,Asia,2011,2
Natural,Storm,Asia,2011,17
Natural,Flood,Africa,2011,9
Natural,Flood,Africa,2011,21
Natural,Earthquake,Asia,2011,0
Natural,Flood,Asia,2011,10
Natural,Storm,Americas,2011,11
Natural,Storm,Americas,2011,10
Natural,Storm,Americas,2011,9
Natural,Flood,Americas,2011,9
Natural,Storm,Americas,2011,7
Natural,Flood,Africa,2011,8
Natural,Flood,Americas,2011,9
Natural,Flood,Americas,2011,33
Natural,Extreme temperature,Asia,2011,0
Natural,Extreme temperature,Europe,2011,26
Natural,Flood,Africa,2011,0
Natural,Wildfire,Americas,2011,1
Natural,Flood,Africa,2011,0
Natural,Flood,Asia,2011,37
Natural,Flood,Americas,2011,74
Natural,Flood,Africa,2011,9
Natural,Flood,Americas,2011,8
Natural,Storm,Africa,2011,20
Natural,Storm,Africa,2011,5
Natural,Wildfire,Americas,2011,2
Natural,Wildfire,Oceania,2011,0
Natural,Extreme temperature,Asia,2011,42
Natural,Storm,Asia,2011,21
Natural,Extreme temperature,Asia,2011,132
Natural,Storm,Americas,2011,0
Natural,Flood,Asia,2011,13
Natural,Flood,Americas,2011,5
Natural,Flood,Asia,2011,50
Natural,Flood,Americas,2011,65
Natural,Extreme temperature,Americas,2011,0
Natural,Flood,Asia,2011,6
Natural,Drought,Asia,2011,0
Natural,Drought,Asia,2011,0
Natural,Drought,Americas,2011,0
Natural,Drought,Americas,2011,0
Natural,Drought,Oceania,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2012,0
Natural,Drought,Africa,2011,0
Natural,Drought,Africa,2012,0
Natural,Drought,Africa,2012,0
Natural,Storm,Africa,2012,0
Natural,Storm,Africa,2012,10
Natural,Storm,Africa,2012,0
Natural,Storm,Africa,2012,20
Natural,Storm,Africa,2012,0
Natural,Flood,Asia,2012,4
Natural,Storm,Americas,2012,2
Natural,Extreme temperature,Europe,2012,5
Natural,Extreme temperature,Europe,2012,9
Natural,Extreme temperature,Asia,2012,15
Natural,Extreme temperature,Europe,2012,5
Natural,Extreme temperature,Asia,2012,5
Natural,Extreme temperature,Europe,2012,3
Natural,Extreme temperature,Europe,2012,30
Natural,Extreme temperature,Europe,2012,4
Natural,Extreme temperature,Europe,2012,0
Natural,Extreme temperature,Europe,2012,0
Natural,Extreme temperature,Europe,2012,25
Natural,Extreme temperature,Europe,2012,4
Natural,Extreme temperature,Europe,2012,1
Natural,Extreme temperature,Europe,2012,12
Natural,Extreme temperature,Europe,2012,5
Natural,Extreme temperature,Europe,2012,3
Natural,Extreme temperature,Europe,2012,16
Natural,Extreme temperature,Europe,2012,45
Natural,Extreme temperature,Europe,2012,24
Natural,Extreme temperature,Europe,2012,10
Natural,Extreme temperature,Europe,2012,10
Natural,Extreme temperature,Europe,2012,1
Natural,Extreme temperature,Europe,2012,1
Natural,Extreme temperature,Europe,2012,1
Natural,Extreme temperature,Europe,2012,82
Natural,Extreme temperature,Europe,2012,86
